product_id,name,category,material,color,style,price,rating
P0042,Modern Fabric Table,Table,Fabric,Grey,Modern,11533,4.6
P0043,Modern Metal Wardrobe,Wardrobe,Metal,Beige,Modern,48442,4.9
P0044,Industrial Fabric Chair,Chair,Fabric,Blue,Industrial,9763,4.9
P0045,Minimalist Wood Wardrobe,Wardrobe,Wood,Blue,Minimalist,27233,4.6
P0046,Modern Leather Table,Table,Leather,Grey,Modern,18271,4.8
P0047,Vintage Leather Wardrobe,Wardrobe,Leather,White,Vintage,27210,3.8
P0048,Contemporary Glass Table,Table,Glass,Blue,Contemporary,13369,4.4
P0049,Minimalist Fabric Bed,Bed,Fabric,Black,Minimalist,52431,4.9
P0050,Minimalist Metal Sofa,Sofa,Metal,Beige,Minimalist,21353,3.3
P0051,Vintage Glass Chair,Chair,Glass,Brown,Vintage,7459,3.6
P0052,Modern Metal Sofa,Sofa,Metal,White,Modern,23876,4.9
P0053,Vintage Metal Bed,Bed,Metal,Blue,Vintage,50038,3.4
P0054,Industrial Wood Chair,Chair,Wood,Brown,Industrial,5383,4.5
P0055,Minimalist Fabric Bed,Bed,Fabric,Grey,Minimalist,28790,3.2
P0056,Industrial Wood Bed,Bed,Wood,Black,Industrial,18173,4.1
P0057,Minimalist Glass Table,Table,Glass,Brown,Minimalist,20879,3.5
P0058,Industrial Metal Wardrobe,Wardrobe,Metal,Black,Industrial,43191,4.2
P0059,Minimalist Leather Table,Table,Leather,Blue,Minimalist,20310,3.4
P0060,Minimalist Wood Sofa,Sofa,Wood,Beige,Minimalist,48615,3.8
P0061,Modern Fabric Wardrobe,Wardrobe,Fabric,Black,Modern,47587,3.9
P0062,Industrial Wood Wardrobe,Wardrobe,Wood,Grey,Industrial,13193,3.7
P0063,Contemporary Wood Table,Table,Wood,White,Contemporary,18598,4.9
P0064,Minimalist Glass Sofa,Sofa,Glass,White,Minimalist,49558,3.0
P0065,Contemporary Wood Wardrobe,Wardrobe,Wood,Black,Contemporary,31981,4.4
P0066,Modern Wood Bed,Bed,Wood,Beige,Modern,41694,4.3
P0067,Contemporary Wood Chair,Chair,Wood,White,Contemporary,8343,3.5
P0068,Contemporary Wood Chair,Chair,Wood,Brown,Contemporary,2434,3.7
P0069,Contemporary Metal Table,Table,Metal,Grey,Contemporary,8217,3.2
P0070,Modern Fabric Wardrobe,Wardrobe,Fabric,White,Modern,21506,3.9
P0071,Minimalist Fabric Table,Table,Fabric,Brown,Minimalist,12201,4.5
P0072,Vintage Fabric Chair,Chair,Fabric,Black,Vintage,7081,5.0
P0073,Modern Metal Chair,Chair,Metal,White,Modern,9147,3.5
P0074,Minimalist Wood Bed,Bed,Wood,Grey,Minimalist,26543,3.1
P0075,Minimalist Fabric Chair,Chair,Fabric,Grey,Minimalist,4957,3.2
P0076,Industrial Wood Bed,Bed,Wood,Grey,Industrial,57145,3.8
P0077,Modern Leather Chair,Chair,Leather,White,Modern,2057,3.6
P0078,Minimalist Metal Chair,Chair,Metal,Brown,Minimalist,7588,3.4
P0079,Contemporary Metal Bed,Bed,Metal,Blue,Contemporary,45356,3.3
P0080,Minimalist Leather Wardrobe,Wardrobe,Leather,Grey,Minimalist,43158,4.2
P0081,Modern Glass Table,Table,Glass,Grey,Modern,17453,3.1
P0082,Contemporary Leather Table,Table,Leather,Blue,Contemporary,9791,4.5
P0083,Contemporary Glass Chair,Chair,Glass,Black,Contemporary,3913,3.4
P0084,Contemporary Wood Sofa,Sofa,Wood,White,Contemporary,72978,4.1
P0085,Vintage Glass Bed,Bed,Glass,White,Vintage,51257,3.0
P0086,Modern Metal Sofa,Sofa,Metal,Black,Modern,38954,4.9
P0087,Modern Wood Bed,Bed,Wood,White,Modern,43755,3.7
P0088,Industrial Metal Bed,Bed,Metal,Brown,Industrial,47903,3.5
P0089,Contemporary Glass Wardrobe,Wardrobe,Glass,Brown,Contemporary,31413,3.6
P0090,Modern Leather Wardrobe,Wardrobe,Leather,Grey,Modern,47324,5.0
P0091,Minimalist Fabric Bed,Bed,Fabric,Grey,Minimalist,43230,4.2
P0092,Minimalist Metal Wardrobe,Wardrobe,Metal,Grey,Minimalist,40614,3.8
P0093,Modern Leather Chair,Chair,Leather,Blue,Modern,4560,3.1
P0094,Minimalist Leather Sofa,Sofa,Leather,Brown,Minimalist,35688,3.7
P0095,Vintage Wood Chair,Chair,Wood,Blue,Vintage,5709,4.7
P0096,Minimalist Fabric Wardrobe,Wardrobe,Fabric,Brown,Minimalist,39540,4.9
P0097,Modern Glass Table,Table,Glass,Grey,Modern,18178,3.2
P0098,Contemporary Metal Chair,Chair,Metal,White,Contemporary,4657,4.2
P0099,Vintage Leather Sofa,Sofa,Leather,Blue,Vintage,28255,4.2
P0100,Minimalist Metal Sofa,Sofa,Metal,Grey,Minimalist,45851,4.1
P0101,Vintage Metal Chair,Chair,Metal,White,Vintage,5339,3.6
P0102,Minimalist Wood Chair,Chair,Wood,Grey,Minimalist,8427,4.7
P0103,Vintage Wood Chair,Chair,Wood,Blue,Vintage,2660,3.2
P0104,Contemporary Wood Chair,Chair,Wood,Blue,Contemporary,8601,3.7
P0105,Minimalist Leather Bed,Bed,Leather,Brown,Minimalist,25517,3.3
P0106,Contemporary Leather Chair,Chair,Leather,Brown,Contemporary,8765,4.5
P0107,Modern Glass Bed,Bed,Glass,Grey,Modern,50302,3.4
P0108,Modern Glass Table,Table,Glass,Black,Modern,21299,3.1
P0109,Industrial Wood Bed,Bed,Wood,Black,Industrial,27764,4.0
P0110,Contemporary Fabric Bed,Bed,Fabric,Beige,Contemporary,42050,3.4
P0111,Vintage Fabric Bed,Bed,Fabric,Black,Vintage,52156,3.8
P0112,Industrial Leather Sofa,Sofa,Leather,Grey,Industrial,73662,4.7
P0113,Contemporary Glass Chair,Chair,Glass,Grey,Contemporary,8160,4.0
P0114,Modern Glass Chair,Chair,Glass,Brown,Modern,3394,3.2
P0115,Industrial Wood Wardrobe,Wardrobe,Wood,Brown,Industrial,17816,4.4
P0116,Contemporary Leather Sofa,Sofa,Leather,Grey,Contemporary,28151,3.3
P0117,Minimalist Wood Sofa,Sofa,Wood,Grey,Minimalist,34569,3.5
P0118,Contemporary Wood Bed,Bed,Wood,White,Contemporary,32070,3.4
P0119,Modern Metal Wardrobe,Wardrobe,Metal,White,Modern,49347,3.7
P0120,Minimalist Leather Table,Table,Leather,Beige,Minimalist,21815,3.9
P0121,Modern Fabric Table,Table,Fabric,Grey,Modern,9355,4.6
P0122,Contemporary Wood Table,Table,Wood,White,Contemporary,13467,4.3
P0123,Modern Glass Table,Table,Glass,Blue,Modern,9065,4.9
P0124,Minimalist Glass Bed,Bed,Glass,Beige,Minimalist,39043,4.5
P0125,Vintage Wood Sofa,Sofa,Wood,Grey,Vintage,74366,4.5
P0126,Modern Fabric Chair,Chair,Fabric,Beige,Modern,9396,3.5
P0127,Modern Leather Chair,Chair,Leather,Beige,Modern,5854,4.4
P0128,Minimalist Glass Wardrobe,Wardrobe,Glass,Beige,Minimalist,25713,4.3
P0129,Vintage Wood Table,Table,Wood,Blue,Vintage,20037,3.0
P0130,Modern Glass Chair,Chair,Glass,Beige,Modern,3380,3.3
P0131,Minimalist Metal Wardrobe,Wardrobe,Metal,Beige,Minimalist,44074,4.1
P0132,Minimalist Leather Chair,Chair,Leather,Black,Minimalist,2783,4.1
P0133,Contemporary Wood Chair,Chair,Wood,Black,Contemporary,4521,4.3
P0134,Minimalist Glass Wardrobe,Wardrobe,Glass,Black,Minimalist,40172,4.8
P0135,Modern Glass Wardrobe,Wardrobe,Glass,Blue,Modern,49509,4.8
P0136,Industrial Fabric Chair,Chair,Fabric,White,Industrial,9223,3.0
P0137,Modern Fabric Bed,Bed,Fabric,White,Modern,57182,3.6
P0138,Contemporary Metal Wardrobe,Wardrobe,Metal,White,Contemporary,42554,4.8
P0139,Industrial Metal Table,Table,Metal,White,Industrial,19905,4.7
P0140,Modern Metal Bed,Bed,Metal,Blue,Modern,25398,3.0
P0141,Vintage Metal Chair,Chair,Metal,Black,Vintage,3613,3.9
P0142,Minimalist Fabric Bed,Bed,Fabric,Beige,Minimalist,16718,3.5
P0143,Industrial Metal Bed,Bed,Metal,Blue,Industrial,37465,3.3
P0144,Industrial Fabric Bed,Bed,Fabric,Black,Industrial,51347,4.9
P0145,Modern Fabric Chair,Chair,Fabric,Black,Modern,9599,3.2
P0146,Contemporary Fabric Sofa,Sofa,Fabric,Beige,Contemporary,68489,4.2
P0147,Modern Fabric Table,Table,Fabric,White,Modern,10338,3.5
P0148,Contemporary Wood Table,Table,Wood,Blue,Contemporary,24026,4.7
P0149,Modern Glass Chair,Chair,Glass,Blue,Modern,8130,3.5
P0150,Contemporary Wood Wardrobe,Wardrobe,Wood,Brown,Contemporary,12013,4.0
P0151,Vintage Glass Sofa,Sofa,Glass,Beige,Vintage,76479,4.6
P0152,Contemporary Wood Bed,Bed,Wood,Grey,Contemporary,16646,3.7
P0153,Vintage Fabric Bed,Bed,Fabric,Brown,Vintage,37937,4.8
P0154,Contemporary Glass Sofa,Sofa,Glass,Grey,Contemporary,37137,3.2
P0155,Minimalist Wood Wardrobe,Wardrobe,Wood,Black,Minimalist,23054,3.7
P0156,Contemporary Wood Wardrobe,Wardrobe,Wood,White,Contemporary,15252,4.6
P0157,Modern Metal Wardrobe,Wardrobe,Metal,Grey,Modern,13022,4.2
P0158,Industrial Metal Table,Table,Metal,Black,Industrial,16341,4.2
P0159,Vintage Fabric Bed,Bed,Fabric,Blue,Vintage,45903,3.1
P0160,Contemporary Fabric Table,Table,Fabric,Brown,Contemporary,18619,3.1
P0161,Minimalist Wood Table,Table,Wood,Grey,Minimalist,20902,4.3
P0162,Modern Wood Bed,Bed,Wood,Beige,Modern,24479,4.2
P0163,Minimalist Wood Wardrobe,Wardrobe,Wood,White,Minimalist,49459,3.9
P0164,Contemporary Metal Wardrobe,Wardrobe,Metal,Beige,Contemporary,19722,4.0
P0165,Industrial Fabric Bed,Bed,Fabric,Beige,Industrial,18635,3.6
P0166,Modern Fabric Table,Table,Fabric,Brown,Modern,12588,4.9
P0167,Vintage Fabric Wardrobe,Wardrobe,Fabric,Black,Vintage,47939,4.0
P0168,Contemporary Fabric Table,Table,Fabric,Brown,Contemporary,15051,5.0
P0169,Minimalist Fabric Table,Table,Fabric,White,Minimalist,22977,3.0
P0170,Minimalist Wood Table,Table,Wood,Beige,Minimalist,22975,3.7
P0171,Contemporary Leather Wardrobe,Wardrobe,Leather,Beige,Contemporary,34414,4.0
P0172,Industrial Glass Bed,Bed,Glass,Beige,Industrial,33107,4.8
P0173,Vintage Glass Table,Table,Glass,Beige,Vintage,13243,4.7
P0174,Modern Wood Table,Table,Wood,Black,Modern,17564,4.7
P0175,Vintage Metal Sofa,Sofa,Metal,Brown,Vintage,59873,3.9
P0176,Contemporary Glass Chair,Chair,Glass,Grey,Contemporary,2014,4.1
P0177,Minimalist Wood Wardrobe,Wardrobe,Wood,Blue,Minimalist,31742,3.9
P0178,Minimalist Glass Table,Table,Glass,Black,Minimalist,10718,3.0
P0179,Vintage Leather Wardrobe,Wardrobe,Leather,Grey,Vintage,46784,4.2
P0180,Vintage Metal Table,Table,Metal,Black,Vintage,19773,3.7
P0181,Minimalist Metal Wardrobe,Wardrobe,Metal,Black,Minimalist,17072,4.3
P0182,Industrial Metal Table,Table,Metal,White,Industrial,13568,4.1
P0183,Modern Wood Wardrobe,Wardrobe,Wood,Grey,Modern,49468,3.0
P0184,Industrial Wood Table,Table,Wood,Beige,Industrial,9257,4.6
P0185,Vintage Leather Chair,Chair,Leather,Beige,Vintage,6172,3.9
P0186,Vintage Glass Table,Table,Glass,White,Vintage,5431,4.8
P0187,Vintage Glass Wardrobe,Wardrobe,Glass,White,Vintage,20828,4.4
P0188,Modern Glass Table,Table,Glass,White,Modern,17693,4.9
P0189,Minimalist Metal Bed,Bed,Metal,Brown,Minimalist,42247,3.7
P0190,Vintage Wood Wardrobe,Wardrobe,Wood,Grey,Vintage,24204,3.9
P0191,Modern Metal Sofa,Sofa,Metal,Black,Modern,20809,3.3
P0192,Industrial Wood Table,Table,Wood,Grey,Industrial,19772,4.2
P0193,Vintage Fabric Sofa,Sofa,Fabric,Grey,Vintage,69235,4.4
P0194,Minimalist Metal Wardrobe,Wardrobe,Metal,Brown,Minimalist,24701,5.0
P0195,Minimalist Fabric Sofa,Sofa,Fabric,Brown,Minimalist,30064,3.0
P0196,Vintage Leather Wardrobe,Wardrobe,Leather,White,Vintage,49259,4.5
P0197,Vintage Leather Wardrobe,Wardrobe,Leather,Grey,Vintage,45133,4.0
P0198,Contemporary Glass Table,Table,Glass,Blue,Contemporary,18745,4.9
P0199,Contemporary Metal Chair,Chair,Metal,Black,Contemporary,6159,5.0
P0200,Minimalist Fabric Wardrobe,Wardrobe,Fabric,Blue,Minimalist,27446,3.4
P0201,Modern Leather Bed,Bed,Leather,Grey,Modern,45884,4.6
P0202,Contemporary Metal Bed,Bed,Metal,Blue,Contemporary,55110,4.7
P0203,Minimalist Fabric Chair,Chair,Fabric,Grey,Minimalist,5460,4.6
P0204,Industrial Leather Sofa,Sofa,Leather,Black,Industrial,58952,3.7
P0205,Vintage Fabric Sofa,Sofa,Fabric,Blue,Vintage,73898,4.6
P0206,Industrial Fabric Wardrobe,Wardrobe,Fabric,Beige,Industrial,23731,4.9
P0207,Industrial Glass Bed,Bed,Glass,Blue,Industrial,44839,3.4
P0208,Minimalist Metal Wardrobe,Wardrobe,Metal,Grey,Minimalist,37739,4.6
P0209,Contemporary Fabric Bed,Bed,Fabric,Beige,Contemporary,33811,4.5
P0210,Contemporary Glass Chair,Chair,Glass,Blue,Contemporary,7173,3.6
P0211,Modern Wood Sofa,Sofa,Wood,Brown,Modern,23320,4.1
P0212,Industrial Glass Wardrobe,Wardrobe,Glass,Black,Industrial,21146,3.8
P0213,Minimalist Leather Chair,Chair,Leather,White,Minimalist,8983,4.3
P0214,Minimalist Fabric Chair,Chair,Fabric,Brown,Minimalist,8082,4.3
P0215,Vintage Glass Sofa,Sofa,Glass,Beige,Vintage,76506,4.8
P0216,Contemporary Wood Table,Table,Wood,Beige,Contemporary,19272,3.6
P0217,Industrial Wood Chair,Chair,Wood,Brown,Industrial,8228,4.8
P0218,Minimalist Leather Sofa,Sofa,Leather,Grey,Minimalist,40674,3.9
P0219,Industrial Fabric Sofa,Sofa,Fabric,Black,Industrial,59743,3.5
P0220,Industrial Wood Bed,Bed,Wood,Beige,Industrial,31177,3.0
P0221,Industrial Leather Table,Table,Leather,Beige,Industrial,18028,4.4
P0222,Modern Metal Table,Table,Metal,Grey,Modern,20711,4.2
P0223,Minimalist Leather Bed,Bed,Leather,Grey,Minimalist,28648,4.0
P0224,Modern Wood Wardrobe,Wardrobe,Wood,Blue,Modern,17977,3.4
P0225,Minimalist Wood Chair,Chair,Wood,Beige,Minimalist,7667,4.8
P0226,Vintage Glass Bed,Bed,Glass,Brown,Vintage,49767,4.5
P0227,Minimalist Wood Chair,Chair,Wood,Brown,Minimalist,3592,3.2
P0228,Modern Leather Bed,Bed,Leather,Blue,Modern,26250,3.8
P0229,Modern Leather Wardrobe,Wardrobe,Leather,Grey,Modern,40958,3.1
P0230,Minimalist Wood Table,Table,Wood,Black,Minimalist,13552,4.1
P0231,Minimalist Leather Table,Table,Leather,Blue,Minimalist,5539,4.6
P0232,Industrial Leather Sofa,Sofa,Leather,Grey,Industrial,44708,4.2
P0233,Vintage Metal Bed,Bed,Metal,Beige,Vintage,15633,3.6
P0234,Minimalist Glass Sofa,Sofa,Glass,Blue,Minimalist,34708,3.2
P0235,Industrial Glass Table,Table,Glass,Brown,Industrial,11777,3.1
P0236,Vintage Leather Table,Table,Leather,White,Vintage,16193,4.5
P0237,Vintage Glass Wardrobe,Wardrobe,Glass,Brown,Vintage,34597,3.9
P0238,Contemporary Fabric Table,Table,Fabric,Blue,Contemporary,12073,3.9
P0239,Vintage Fabric Table,Table,Fabric,Blue,Vintage,8836,3.8
P0240,Vintage Metal Table,Table,Metal,Beige,Vintage,5348,4.7
P0241,Industrial Glass Table,Table,Glass,White,Industrial,6854,3.5
P0242,Industrial Wood Table,Table,Wood,Black,Industrial,18985,3.6
P0243,Minimalist Leather Wardrobe,Wardrobe,Leather,Grey,Minimalist,19754,4.3
P0244,Industrial Leather Wardrobe,Wardrobe,Leather,White,Industrial,33639,4.1
P0245,Modern Glass Table,Table,Glass,White,Modern,18910,4.8
P0246,Vintage Glass Table,Table,Glass,Brown,Vintage,12993,3.7
P0247,Industrial Wood Table,Table,Wood,Black,Industrial,19559,4.2
P0248,Vintage Wood Table,Table,Wood,Brown,Vintage,18231,4.3
P0249,Vintage Fabric Wardrobe,Wardrobe,Fabric,Grey,Vintage,20686,3.3
P0250,Minimalist Metal Bed,Bed,Metal,Black,Minimalist,49573,4.2
P0251,Vintage Metal Wardrobe,Wardrobe,Metal,Brown,Vintage,16331,4.2
P0252,Vintage Metal Bed,Bed,Metal,White,Vintage,23593,4.9
P0253,Vintage Glass Chair,Chair,Glass,White,Vintage,8163,3.5
P0254,Industrial Metal Chair,Chair,Metal,White,Industrial,2909,3.2
P0255,Vintage Leather Chair,Chair,Leather,Black,Vintage,8876,4.1
P0256,Modern Leather Bed,Bed,Leather,Black,Modern,20881,4.0
P0257,Vintage Fabric Table,Table,Fabric,Beige,Vintage,11463,3.3
P0258,Minimalist Wood Sofa,Sofa,Wood,White,Minimalist,58292,3.3
P0259,Industrial Glass Table,Table,Glass,Brown,Industrial,15032,4.6
P0260,Modern Metal Table,Table,Metal,Black,Modern,24626,3.0
P0261,Modern Leather Sofa,Sofa,Leather,Grey,Modern,37837,3.5
P0262,Minimalist Glass Chair,Chair,Glass,Grey,Minimalist,6697,3.2
P0263,Minimalist Fabric Wardrobe,Wardrobe,Fabric,Blue,Minimalist,21053,4.6
P0264,Vintage Metal Wardrobe,Wardrobe,Metal,Beige,Vintage,42504,4.7
P0265,Contemporary Leather Chair,Chair,Leather,Grey,Contemporary,3772,3.7
P0266,Industrial Wood Table,Table,Wood,Beige,Industrial,15573,4.4
P0267,Vintage Glass Table,Table,Glass,Grey,Vintage,7496,3.9
P0268,Minimalist Metal Wardrobe,Wardrobe,Metal,White,Minimalist,36009,4.6
P0269,Modern Metal Table,Table,Metal,White,Modern,14571,4.4
P0270,Contemporary Metal Table,Table,Metal,White,Contemporary,5088,4.8
P0271,Vintage Glass Sofa,Sofa,Glass,White,Vintage,30570,3.0
P0272,Vintage Leather Bed,Bed,Leather,White,Vintage,38001,4.2
P0273,Industrial Wood Bed,Bed,Wood,Black,Industrial,58324,4.3
P0274,Modern Fabric Table,Table,Fabric,Blue,Modern,22291,3.3
P0275,Contemporary Wood Sofa,Sofa,Wood,White,Contemporary,52387,4.1
P0276,Modern Wood Wardrobe,Wardrobe,Wood,Blue,Modern,42315,3.4
P0277,Minimalist Wood Bed,Bed,Wood,Beige,Minimalist,48616,4.1
P0278,Contemporary Glass Bed,Bed,Glass,Beige,Contemporary,27268,3.8
P0279,Contemporary Metal Wardrobe,Wardrobe,Metal,Grey,Contemporary,41519,4.0
P0280,Modern Wood Wardrobe,Wardrobe,Wood,Brown,Modern,18427,4.0
P0281,Modern Metal Chair,Chair,Metal,Blue,Modern,5486,3.8
P0282,Vintage Leather Bed,Bed,Leather,Black,Vintage,31405,4.6
P0283,Minimalist Leather Wardrobe,Wardrobe,Leather,Beige,Minimalist,34982,5.0
P0284,Industrial Metal Bed,Bed,Metal,Black,Industrial,51182,3.0
P0285,Contemporary Leather Sofa,Sofa,Leather,White,Contemporary,58185,3.4
P0286,Minimalist Metal Table,Table,Metal,Beige,Minimalist,14134,3.3
P0287,Modern Leather Wardrobe,Wardrobe,Leather,Brown,Modern,31845,5.0
P0288,Contemporary Metal Table,Table,Metal,Brown,Contemporary,15599,3.5
P0289,Modern Metal Table,Table,Metal,Beige,Modern,16719,4.9
P0290,Vintage Leather Wardrobe,Wardrobe,Leather,Blue,Vintage,21290,4.9
P0291,Industrial Metal Wardrobe,Wardrobe,Metal,Black,Industrial,49957,4.6
P0292,Industrial Leather Table,Table,Leather,White,Industrial,21624,3.1
P0293,Industrial Wood Sofa,Sofa,Wood,Blue,Industrial,69989,5.0
P0294,Modern Glass Bed,Bed,Glass,Black,Modern,59801,3.9
P0295,Vintage Fabric Wardrobe,Wardrobe,Fabric,Black,Vintage,37816,4.7
P0296,Industrial Wood Chair,Chair,Wood,Blue,Industrial,6770,3.5
P0297,Contemporary Leather Sofa,Sofa,Leather,White,Contemporary,65011,4.8
P0298,Industrial Wood Sofa,Sofa,Wood,Black,Industrial,71780,3.5
P0299,Minimalist Fabric Sofa,Sofa,Fabric,Blue,Minimalist,33836,3.6
P0300,Minimalist Fabric Table,Table,Fabric,White,Minimalist,5081,3.2
P0301,Minimalist Wood Bed,Bed,Wood,Beige,Minimalist,18107,4.7
P0302,Contemporary Metal Sofa,Sofa,Metal,Brown,Contemporary,56845,3.8
P0303,Modern Fabric Wardrobe,Wardrobe,Fabric,Blue,Modern,38281,3.2
P0304,Minimalist Wood Table,Table,Wood,Grey,Minimalist,22941,3.6
P0305,Contemporary Metal Bed,Bed,Metal,Blue,Contemporary,27359,4.8
P0306,Minimalist Wood Chair,Chair,Wood,Beige,Minimalist,7153,3.9
P0307,Contemporary Fabric Sofa,Sofa,Fabric,White,Contemporary,47748,3.1
P0308,Industrial Metal Table,Table,Metal,Beige,Industrial,17065,4.0
P0309,Vintage Leather Wardrobe,Wardrobe,Leather,Beige,Vintage,13663,3.9
P0310,Vintage Wood Bed,Bed,Wood,Grey,Vintage,54294,3.4
P0311,Vintage Fabric Chair,Chair,Fabric,Beige,Vintage,2920,4.5
P0312,Vintage Fabric Sofa,Sofa,Fabric,Brown,Vintage,58400,3.8
P0313,Vintage Leather Table,Table,Leather,Grey,Vintage,23780,4.4
P0314,Vintage Wood Chair,Chair,Wood,Grey,Vintage,9562,3.5
P0315,Modern Glass Wardrobe,Wardrobe,Glass,White,Modern,29407,3.6
P0316,Minimalist Fabric Chair,Chair,Fabric,Beige,Minimalist,3304,4.5
P0317,Vintage Glass Wardrobe,Wardrobe,Glass,Brown,Vintage,28683,4.3
P0318,Modern Fabric Bed,Bed,Fabric,Blue,Modern,38069,3.7
P0319,Vintage Leather Bed,Bed,Leather,Black,Vintage,21903,4.4
P0320,Minimalist Wood Table,Table,Wood,Beige,Minimalist,11560,3.7
P0321,Contemporary Glass Sofa,Sofa,Glass,Beige,Contemporary,72627,4.5
P0322,Contemporary Leather Table,Table,Leather,Beige,Contemporary,12428,3.5
P0323,Modern Glass Chair,Chair,Glass,White,Modern,7827,4.5
P0324,Modern Wood Bed,Bed,Wood,Brown,Modern,20564,3.1
P0325,Vintage Leather Bed,Bed,Leather,Grey,Vintage,37009,3.2
P0326,Industrial Glass Chair,Chair,Glass,White,Industrial,5182,4.7
P0327,Contemporary Wood Wardrobe,Wardrobe,Wood,Grey,Contemporary,29269,3.2
P0328,Vintage Metal Sofa,Sofa,Metal,Beige,Vintage,54883,3.8
P0329,Minimalist Metal Wardrobe,Wardrobe,Metal,Beige,Minimalist,21897,3.8
P0330,Industrial Glass Wardrobe,Wardrobe,Glass,White,Industrial,30362,4.2
P0331,Contemporary Wood Sofa,Sofa,Wood,Black,Contemporary,51144,3.9
P0332,Modern Metal Chair,Chair,Metal,Black,Modern,5059,4.8
P0333,Contemporary Metal Table,Table,Metal,Beige,Contemporary,11763,4.6
P0334,Minimalist Glass Bed,Bed,Glass,White,Minimalist,58379,4.1
P0335,Vintage Wood Table,Table,Wood,Beige,Vintage,24661,4.8
P0336,Modern Metal Chair,Chair,Metal,Beige,Modern,3802,4.3
P0337,Contemporary Wood Table,Table,Wood,White,Contemporary,20059,3.7
P0338,Modern Leather Sofa,Sofa,Leather,Grey,Modern,20551,4.4
P0339,Industrial Leather Bed,Bed,Leather,Black,Industrial,54373,3.5
P0340,Contemporary Fabric Bed,Bed,Fabric,Black,Contemporary,50737,3.4
P0341,Industrial Glass Bed,Bed,Glass,Grey,Industrial,49159,3.7
P0342,Modern Metal Sofa,Sofa,Metal,Beige,Modern,46728,4.2
P0343,Vintage Wood Sofa,Sofa,Wood,Grey,Vintage,79112,5.0
P0344,Minimalist Leather Wardrobe,Wardrobe,Leather,Blue,Minimalist,18645,4.0
P0345,Modern Wood Bed,Bed,Wood,Grey,Modern,43679,3.4
